No	Mchn	EnNo		Name		Mode	IOMd	DateTime	
000001	1	000000001	trena         	1	1	2019/05/16  08:51:00
000002	1	000000002	vivin         	1	2	2019/05/16  10:02:00
000003	1	000000002	vivin         	1	2	2019/05/16  14:54:00
000004	1	000000013	gena          	1	2	2019/05/16  15:51:00
000005	1	000000001	trena         	1	2	2019/05/16  19:05:00
000006	1	000000013	gena          	1	2	2019/05/16  20:25:00
000007	1	000000001	trena         	1	1	2019/05/17  08:51:00
000008	1	000000002	vivin         	1	2	2019/05/17  10:12:00
000009	1	000000002	vivin         	1	2	2019/05/17  13:55:00
000010	1	000000002	vivin         	1	2	2019/05/17  14:01:00
000011	1	000000007	alana         	1	2	2019/05/17  14:03:00
000012	1	000000001	trena         	1	2	2019/05/17  15:11:00
000013	1	000000001	trena         	1	2	2019/05/18  09:33:00
000014	1	000000007	alana         	1	2	2019/05/18  13:59:00
000015	1	000000001	trena         	1	2	2019/05/18  20:13:00
000016	1	000000007	alana         	1	2	2019/05/18  21:21:00
000017	1	000000001	trena         	1	2	2019/05/19  14:30:00
000018	1	000000004	josh          	1	2	2019/05/19  15:25:00
000019	1	000000001	trena         	1	2	2019/05/19  20:53:00
000020	1	000000002	vivin         	1	2	2019/05/20  10:04:00
000021	1	000000001	trena         	1	2	2019/05/20  12:17:00
000022	1	000000002	vivin         	1	2	2019/05/20  12:31:00
000023	1	000000007	alana         	1	2	2019/05/20  13:48:00
000024	1	000000013	gena          	1	2	2019/05/20  15:24:00
000025	1	000000002	vivin         	1	2	2019/05/21  10:06:00
000026	1	000000002	vivin         	1	2	2019/05/21  13:13:00
000027	1	000000013	gena          	1	2	2019/05/21  15:42:00
000028	1	000000013	gena          	1	2	2019/05/21  20:42:00
000029	1	000000001	trena         	1	1	2019/05/22  08:50:00
000030	1	000000002	vivin         	1	2	2019/05/22  10:01:00
000031	1	000000001	trena         	1	2	2019/05/22  13:16:00
000032	1	000000002	vivin         	1	2	2019/05/22  14:00:00
000033	1	000000013	gena          	1	2	2019/05/22  15:51:00
000034	1	000000001	trena         	1	2	2019/05/22  16:31:00
000035	1	000000001	trena         	1	2	2019/05/22  20:20:00
000036	1	000000013	gena          	1	2	2019/05/22  20:23:00
000037	1	000000001	trena         	1	1	2019/05/23  08:59:00
000038	1	000000002	vivin         	1	2	2019/05/23  10:13:00
000039	1	000000001	trena         	1	2	2019/05/23  12:59:00
000040	1	000000002	vivin         	1	2	2019/05/23  14:10:00
000041	1	000000001	trena         	1	2	2019/05/23  15:55:00
000042	1	000000013	gena          	1	2	2019/05/23  16:04:00
000043	1	000000001	trena         	1	2	2019/05/23  20:20:00
000044	1	000000013	gena          	1	2	2019/05/23  20:22:00
000045	1	000000001	trena         	1	1	2019/05/24  08:42:00
000046	1	000000002	vivin         	1	2	2019/05/24  09:58:00
000047	1	000000001	trena         	1	2	2019/05/24  12:22:00
000048	1	000000002	vivin         	1	2	2019/05/24  13:43:00
000049	1	000000007	alana         	1	2	2019/05/24  13:52:00
000050	1	000000013	gena          	1	2	2019/05/24  17:02:00
000051	1	000000007	alana         	1	2	2019/05/24  20:32:00
000052	1	000000001	trena         	1	2	2019/05/25  09:34:00
000053	1	000000013	gena          	1	2	2019/05/25  10:02:00
000054	1	000000007	alana         	1	2	2019/05/25  13:53:00
000055	1	000000013	gena          	1	2	2019/05/25  16:37:00
000056	1	000000001	trena         	1	2	2019/05/25  20:49:00
000057	1	000000001	trena         	1	2	2019/05/26  15:35:00
000058	1	000000004	josh          	1	2	2019/05/26  16:06:00
000059	1	000000004	josh          	1	3	2019/05/26  21:39:00
000060	1	000000001	trena         	1	3	2019/05/26  21:40:00
000061	1	000000001	trena         	1	2	2019/05/27  10:12:00
000062	1	000000002	vivin         	1	2	2019/05/27  10:57:00
000063	1	000000007	alana         	1	2	2019/05/27  15:31:00
000064	1	000000002	vivin         	1	2	2019/05/27  15:37:00
000065	1	000000007	alana         	1	3	2019/05/27  21:55:00
000066	1	000000001	trena         	1	3	2019/05/27  21:56:00
000067	1	000000001	trena         	1	2	2019/05/28  09:51:00
000068	1	000000002	vivin         	1	2	2019/05/28  11:03:00
000069	1	000000002	vivin         	1	2	2019/05/28  14:06:00
000070	1	000000001	trena         	1	2	2019/05/28  14:37:00
000071	1	000000007	alana         	1	2	2019/05/28  15:21:00
000072	1	000000013	gena          	1	2	2019/05/28  16:56:00
000073	1	000000007	alana         	1	3	2019/05/28  21:33:00
000074	1	000000001	trena         	1	2	2019/05/29  09:54:00
000075	1	000000002	vivin         	1	2	2019/05/29  11:05:00
000076	1	000000002	vivin         	1	2	2019/05/29  13:46:00
000077	1	000000001	trena         	1	2	2019/05/29  15:55:00
000078	1	000000013	gena          	1	2	2019/05/29  16:45:00
000079	1	000000004	josh          	1	2	2019/05/29  18:11:00
000080	1	000000013	gena          	1	2	2019/05/29  21:11:00
000081	1	000000004	josh          	1	3	2019/05/29  21:30:00
000082	1	000000001	trena         	1	2	2019/05/30  09:47:00
000083	1	000000002	vivin         	1	2	2019/05/30  11:07:00
000084	1	000000002	vivin         	1	2	2019/05/30  14:55:00
000085	1	000000013	gena          	1	2	2019/05/30  16:51:00
000086	1	000000004	josh          	1	2	2019/05/30  18:24:00
000087	1	000000004	josh          	1	3	2019/05/30  21:34:00
000088	1	000000001	trena         	1	2	2019/05/31  09:36:00
000089	1	000000002	vivin         	1	2	2019/05/31  11:03:00
000090	1	000000001	trena         	1	2	2019/05/31  14:38:00
000091	1	000000007	alana         	1	2	2019/05/31  15:00:00
000092	1	000000002	vivin         	1	2	2019/05/31  15:16:00
000093	1	000000013	gena          	1	2	2019/05/31  16:58:00
000094	1	000000007	alana         	1	3	2019/05/31  21:42:00
